NOMBRE_CAMPO,NEMÓNICO,TIPO,LONGITUD,RANGO_CLAVES
Acciones en municipio/localidad: construcción/mantenimiento parques y canchas deportivas,AP5_1_01,Numérico,1,"3"
Acciones en municipio/localidad: construcción/mantenimiento parques y canchas deportivas,AP5_1_01,Numérico,1,"9"
Acciones en municipio/localidad: mejorar el alumbrado,AP5_1_02,Numérico,1,"1"
Acciones en municipio/localidad: mejorar el alumbrado,AP5_1_02,Numérico,1,"2"
Acciones en municipio/localidad: mejorar el alumbrado,AP5_1_02,Numérico,1,"3"
Acciones en municipio/localidad: mejorar el alumbrado,AP5_1_02,Numérico,1,"9"
Acciones en municipio/localidad: mejora de ingreso,AP5_1_03,Numérico,1,"1"
Acciones en municipio/localidad: mejora de ingreso,AP5_1_03,Numérico,1,"2"
Acciones en municipio/localidad: mejora de ingreso,AP5_1_03,Numérico,1,"3"
Acciones en municipio/localidad: mejora de ingreso,AP5_1_03,Numérico,1,"9"
Acciones en municipio/localidad: atender desempleo,AP5_1_04,Numérico,1,"1"
Acciones en municipio/localidad: atender desempleo,AP5_1_04,Numérico,1,"2"
Acciones en municipio/localidad: atender desempleo,AP5_1_04,Numérico,1,"3"
Acciones en municipio/localidad: atender desempleo,AP5_1_04,Numérico,1,"9"
Acciones en municipio/localidad: atención a jóvenes para reducir delincuencia,AP5_1_05,Numérico,1,"1"
Acciones en municipio/localidad: atención a jóvenes para reducir delincuencia,AP5_1_05,Numérico,1,"2"
Acciones en municipio/localidad: atención a jóvenes para reducir delincuencia,AP5_1_05,Numérico,1,"3"
Acciones en municipio/localidad: atención a jóvenes para reducir delincuencia,AP5_1_05,Numérico,1,"9"
Acciones en municipio/localidad: organización de vecinos para contratar seguridad privada,AP5_1_06,Numérico,1,"1"
Acciones en municipio/localidad: organización de vecinos para contratar seguridad privada,AP5_1_06,Numérico,1,"2"
Acciones en municipio/localidad: organización de vecinos para contratar seguridad privada,AP5_1_06,Numérico,1,"3"
Acciones en municipio/localidad: organización de vecinos para contratar seguridad privada,AP5_1_06,Numérico,1,"9"
Acciones en municipio/localidad: policía de barrio,AP5_1_07,Numérico,1,"1"
Acciones en municipio/localidad: policía de barrio,AP5_1_07,Numérico,1,"2"
Acciones en municipio/localidad: policía de barrio,AP5_1_07,Numérico,1,"3"
Acciones en municipio/localidad: policía de barrio,AP5_1_07,Numérico,1,"9"
Acciones en municipio/localidad: operativos contra la delincuencia,AP5_1_08,Numérico,1,"1"
Acciones en municipio/localidad: operativos contra la delincuencia,AP5_1_08,Numérico,1,"2"
Acciones en municipio/localidad: operativos contra la delincuencia,AP5_1_08,Numérico,1,"3"
Acciones en municipio/localidad: operativos contra la delincuencia,AP5_1_08,Numérico,1,"9"
Acciones en municipio/localidad: programas de sensibilización a denunciar,AP5_1_09,Numérico,1,"1"
Acciones en municipio/localidad: programas de sensibilización a denunciar,AP5_1_09,Numérico,1,"2"
Acciones en municipio/localidad: programas de sensibilización a denunciar,AP5_1_09,Numérico,1,"3"
Acciones en municipio/localidad: programas de sensibilización a denunciar,AP5_1_09,Numérico,1,"9"
Acciones en municipio/localidad: mayor patrullaje,AP5_1_10,Numérico,1,"1"
Acciones en municipio/localidad: mayor patrullaje,AP5_1_10,Numérico,1,"2"
Acciones en municipio/localidad: mayor patrullaje,AP5_1_10,Numérico,1,"3"
Acciones en municipio/localidad: mayor patrullaje,AP5_1_10,Numérico,1,"9"
Acciones en municipio/localidad: combatir corrupción,AP5_1_11,Numérico,1,"1"
Acciones en municipio/localidad: combatir corrupción,AP5_1_11,Numérico,1,"2"
Acciones en municipio/localidad: combatir corrupción,AP5_1_11,Numérico,1,"3"
Acciones en municipio/localidad: combatir corrupción,AP5_1_11,Numérico,1,"9"
Acciones en municipio/localidad: combatir narcotráfico,AP5_1_12,Numérico,1,"1"
Acciones en municipio/localidad: combatir narcotráfico,AP5_1_12,Numérico,1,"2"
Acciones en municipio/localidad: combatir narcotráfico,AP5_1_12,Numérico,1,"3"
Acciones en municipio/localidad: combatir narcotráfico,AP5_1_12,Numérico,1,"9"
Acciones en municipio/localidad: otra,AP5_1_13,Numérico,1,"1"
Acciones en municipio/localidad: otra,AP5_1_13,Numérico,1,"2"
Acciones en municipio/localidad: otra,AP5_1_13,Numérico,1,"3"
Acciones en municipio/localidad: otra,AP5_1_13,Numérico,1,"9"
Confianza en vecinos,AP5_2_1,Numérico,1,"1"
Confianza en vecinos,AP5_2_1,Numérico,1,"2"
Confianza en vecinos,AP5_2_1,Numérico,1,"3"
Confianza en vecinos,AP5_2_1,Numérico,1,"4"
Confianza en vecinos,AP5_2_1,Numérico,1,"5"
Confianza en vecinos,AP5_2_1,Numérico,1,"9"
"Confianza en compañeros de trabajo/negocio, escuela",AP5_2_2,Numérico,1,"1"
"Confianza en compañeros de trabajo/negocio, escuela",AP5_2_2,Numérico,1,"2"
"Confianza en compañeros de trabajo/negocio, escuela",AP5_2_2,Numérico,1,"3"
"Confianza en compañeros de trabajo/negocio, escuela",AP5_2_2,Numérico,1,"4"
"Confianza en compañeros de trabajo/negocio, escuela",AP5_2_2,Numérico,1,"5"
"Confianza en compañeros de trabajo/negocio, escuela",AP5_2_2,Numérico,1,"9"
Confianza en familiares o parientes,AP5_2_3,Numérico,1,"1"
Confianza en familiares o parientes,AP5_2_3,Numérico,1,"2"
Confianza en familiares o parientes,AP5_2_3,Numérico,1,"3"
Confianza en familiares o parientes,AP5_2_3,Numérico,1,"4"
Confianza en familiares o parientes,AP5_2_3,Numérico,1,"5"
Confianza en familiares o parientes,AP5_2_3,Numérico,1,"9"
Confianza en amigos,AP5_2_4,Numérico,1,"1"
Confianza en amigos,AP5_2_4,Numérico,1,"2"
Confianza en amigos,AP5_2_4,Numérico,1,"3"
Confianza en amigos,AP5_2_4,Numérico,1,"4"
Confianza en amigos,AP5_2_4,Numérico,1,"5"
Confianza en amigos,AP5_2_4,Numérico,1,"9"
Identificación de Policía de Tránsito Municipal,AP5_3_01,Numérico,1,"1"
Identificación de Policía de Tránsito Municipal,AP5_3_01,Numérico,1,"2"
Identificación de Policía de Tránsito Municipal,AP5_3_01,Numérico,1,"3"
Identificación de Policía de Tránsito Municipal,AP5_3_01,Numérico,1,"9"
Confianza en Policía de Tránsito Municipal,AP5_4_01,Numérico,1,"1"
Confianza en Policía de Tránsito Municipal,AP5_4_01,Numérico,1,"2"
Confianza en Policía de Tránsito Municipal,AP5_4_01,Numérico,1,"3"
Confianza en Policía de Tránsito Municipal,AP5_4_01,Numérico,1,"4"
Confianza en Policía de Tránsito Municipal,AP5_4_01,Numérico,1,"9"
Confianza en Policía de Tránsito Municipal: Contraste,AP5_4_01_C,Numérico,1,"1"
Confianza en Policía de Tránsito Municipal: Contraste,AP5_4_01_C,Numérico,1,"2"
Confianza en Policía de Tránsito Municipal: Contraste,AP5_4_01_C,Numérico,1,"3"
Confianza en Policía de Tránsito Municipal: Contraste,AP5_4_01_C,Numérico,1,"4"
Confianza en Policía de Tránsito Municipal: Contraste,AP5_4_01_C,Numérico,1,"9"
Percepción sobre corrupción de Policía de Tránsito Municipal,AP5_5_01,Numérico,1,"1"
Percepción sobre corrupción de Policía de Tránsito Municipal,AP5_5_01,Numérico,1,"2"
Percepción sobre corrupción de Policía de Tránsito Municipal,AP5_5_01,Numérico,1,"9"
Percepción sobre desempeño de Policía de Tránsito Municipal,AP5_6_01,Numérico,1,"1"
Percepción sobre desempeño de Policía de Tránsito Municipal,AP5_6_01,Numérico,1,"2"
Percepción sobre desempeño de Policía de Tránsito Municipal,AP5_6_01,Numérico,1,"3"
Percepción sobre desempeño de Policía de Tránsito Municipal,AP5_6_01,Numérico,1,"4"
Percepción sobre desempeño de Policía de Tránsito Municipal,AP5_6_01,Numérico,1,"9"
Disposición de Policía de Tránsito Municipal,AP5_7_1,Numérico,1,"1"
Disposición de Policía de Tránsito Municipal,AP5_7_1,Numérico,1,"2"
Disposición de Policía de Tránsito Municipal,AP5_7_1,Numérico,1,"9"
Identificación de Policía Preventiva Municipal,AP5_3_02,Numérico,1,"1"
Identificación de Policía Preventiva Municipal,AP5_3_02,Numérico,1,"2"
Identificación de Policía Preventiva Municipal,AP5_3_02,Numérico,1,"3"
Identificación de Policía Preventiva Municipal,AP5_3_02,Numérico,1,"9"
Confianza en Policía Preventiva Municipal,AP5_4_02,Numérico,1,"1"
Confianza en Policía Preventiva Municipal,AP5_4_02,Numérico,1,"2"
Confianza en Policía Preventiva Municipal,AP5_4_02,Numérico,1,"3"
Confianza en Policía Preventiva Municipal,AP5_4_02,Numérico,1,"4"
Confianza en Policía Preventiva Municipal,AP5_4_02,Numérico,1,"9"
Confianza en Policía Preventiva Municipal: Contraste,AP5_4_02_C,Numérico,1,"1"
Confianza en Policía Preventiva Municipal: Contraste,AP5_4_02_C,Numérico,1,"2"
Confianza en Policía Preventiva Municipal: Contraste,AP5_4_02_C,Numérico,1,"3"
Confianza en Policía Preventiva Municipal: Contraste,AP5_4_02_C,Numérico,1,"4"
Confianza en Policía Preventiva Municipal: Contraste,AP5_4_02_C,Numérico,1,"9"
Percepción sobre corrupción de Policía Preventiva Municipal,AP5_5_02,Numérico,1,"1"
Percepción sobre corrupción de Policía Preventiva Municipal,AP5_5_02,Numérico,1,"2"
Percepción sobre corrupción de Policía Preventiva Municipal,AP5_5_02,Numérico,1,"9"
Percepción sobre desempeño de Policía Preventiva Municipal,AP5_6_02,Numérico,1,"1"
Percepción sobre desempeño de Policía Preventiva Municipal,AP5_6_02,Numérico,1,"2"
Percepción sobre desempeño de Policía Preventiva Municipal,AP5_6_02,Numérico,1,"3"
Percepción sobre desempeño de Policía Preventiva Municipal,AP5_6_02,Numérico,1,"4"
Percepción sobre desempeño de Policía Preventiva Municipal,AP5_6_02,Numérico,1,"9"
Disposición de Policía Preventiva Municipal,AP5_7_2,Numérico,1,"1"
Disposición de Policía Preventiva Municipal,AP5_7_2,Numérico,1,"2"
Disposición de Policía Preventiva Municipal,AP5_7_2,Numérico,1,"9"
Identificación de Policía Estatal,AP5_3_03,Numérico,1,"1"
Identificación de Policía Estatal,AP5_3_03,Numérico,1,"2"
Identificación de Policía Estatal,AP5_3_03,Numérico,1,"9"
Confianza en Policía Estatal,AP5_4_03,Numérico,1,"1"
Confianza en Policía Estatal,AP5_4_03,Numérico,1,"2"
Confianza en Policía Estatal,AP5_4_03,Numérico,1,"3"
Confianza en Policía Estatal,AP5_4_03,Numérico,1,"4"
Confianza en Policía Estatal,AP5_4_03,Numérico,1,"9"
Confianza en Policía Estatal: Contraste,AP5_4_03_C,Numérico,1,"1"
Confianza en Policía Estatal: Contraste,AP5_4_03_C,Numérico,1,"2"
Confianza en Policía Estatal: Contraste,AP5_4_03_C,Numérico,1,"3"
Confianza en Policía Estatal: Contraste,AP5_4_03_C,Numérico,1,"4"
Confianza en Policía Estatal: Contraste,AP5_4_03_C,Numérico,1,"9"
Percepción sobre corrupción de Policía Estatal,AP5_5_03,Numérico,1,"1"
Percepción sobre corrupción de Policía Estatal,AP5_5_03,Numérico,1,"2"
Percepción sobre corrupción de Policía Estatal,AP5_5_03,Numérico,1,"9"
Percepción sobre desempeño de Policía Estatal,AP5_6_03,Numérico,1,"1"
Percepción sobre desempeño de Policía Estatal,AP5_6_03,Numérico,1,"2"
Percepción sobre desempeño de Policía Estatal,AP5_6_03,Numérico,1,"3"
Percepción sobre desempeño de Policía Estatal,AP5_6_03,Numérico,1,"4"
Percepción sobre desempeño de Policía Estatal,AP5_6_03,Numérico,1,"9"
Disposición de Policía Estatal,AP5_7_3,Numérico,1,"1"
Disposición de Policía Estatal,AP5_7_3,Numérico,1,"2"
Disposición de Policía Estatal,AP5_7_3,Numérico,1,"9"
Identificación de Policía Federal,AP5_3_04,Numérico,1,"1"
Identificación de Policía Federal,AP5_3_04,Numérico,1,"2"
Identificación de Policía Federal,AP5_3_04,Numérico,1,"9"
Confianza en Policía Federal,AP5_4_04,Numérico,1,"1"
Confianza en Policía Federal,AP5_4_04,Numérico,1,"2"
Confianza en Policía Federal,AP5_4_04,Numérico,1,"3"
Confianza en Policía Federal,AP5_4_04,Numérico,1,"4"
Confianza en Policía Federal,AP5_4_04,Numérico,1,"9"
Confianza en Policía Federal: Contraste,AP5_4_04_C,Numérico,1,"1"
Confianza en Policía Federal: Contraste,AP5_4_04_C,Numérico,1,"2"
Confianza en Policía Federal: Contraste,AP5_4_04_C,Numérico,1,"3"
Confianza en Policía Federal: Contraste,AP5_4_04_C,Numérico,1,"4"
Confianza en Policía Federal: Contraste,AP5_4_04_C,Numérico,1,"9"
Percepción sobre corrupción de Policía Federal,AP5_5_04,Numérico,1,"1"
Percepción sobre corrupción de Policía Federal,AP5_5_04,Numérico,1,"2"
Percepción sobre corrupción de Policía Federal,AP5_5_04,Numérico,1,"9"
Percepción sobre desempeño de Policía Federal,AP5_6_04,Numérico,1,"1"
Percepción sobre desempeño de Policía Federal,AP5_6_04,Numérico,1,"2"
Percepción sobre desempeño de Policía Federal,AP5_6_04,Numérico,1,"3"
Percepción sobre desempeño de Policía Federal,AP5_6_04,Numérico,1,"4"
Percepción sobre desempeño de Policía Federal,AP5_6_04,Numérico,1,"9"
Disposición de Policía Federal,AP5_7_4,Numérico,1,"1"
Disposición de Policía Federal,AP5_7_4,Numérico,1,"2"
Disposición de Policía Federal,AP5_7_4,Numérico,1,"9"
Identificación de Policía Ministerial o Judicial,AP5_3_05,Numérico,1,"1"
Identificación de Policía Ministerial o Judicial,AP5_3_05,Numérico,1,"2"
Identificación de Policía Ministerial o Judicial,AP5_3_05,Numérico,1,"9"
Confianza en Policía Ministerial o Judicial ,AP5_4_05,Numérico,1,"1"
Confianza en Policía Ministerial o Judicial ,AP5_4_05,Numérico,1,"2"
Confianza en Policía Ministerial o Judicial ,AP5_4_05,Numérico,1,"3"
Confianza en Policía Ministerial o Judicial ,AP5_4_05,Numérico,1,"4"
Confianza en Policía Ministerial o Judicial ,AP5_4_05,Numérico,1,"9"
Confianza en Policía Ministerial o Judicial: Contraste,AP5_4_05_C,Numérico,1,"1"
Confianza en Policía Ministerial o Judicial: Contraste,AP5_4_05_C,Numérico,1,"2"
Confianza en Policía Ministerial o Judicial: Contraste,AP5_4_05_C,Numérico,1,"3"
Confianza en Policía Ministerial o Judicial: Contraste,AP5_4_05_C,Numérico,1,"4"
Confianza en Policía Ministerial o Judicial: Contraste,AP5_4_05_C,Numérico,1,"9"
Percepción sobre corrupción de Policía Ministerial o Judicial ,AP5_5_05,Numérico,1,"1"
Percepción sobre corrupción de Policía Ministerial o Judicial ,AP5_5_05,Numérico,1,"2"
Percepción sobre corrupción de Policía Ministerial o Judicial ,AP5_5_05,Numérico,1,"9"
Percepción sobre desempeño de Policía Ministerial o Judicial ,AP5_6_05,Numérico,1,"1"
Percepción sobre desempeño de Policía Ministerial o Judicial ,AP5_6_05,Numérico,1,"2"
Percepción sobre desempeño de Policía Ministerial o Judicial ,AP5_6_05,Numérico,1,"3"
Percepción sobre desempeño de Policía Ministerial o Judicial ,AP5_6_05,Numérico,1,"4"
Percepción sobre desempeño de Policía Ministerial o Judicial ,AP5_6_05,Numérico,1,"9"
"Identificación del MP, Procuradurías",AP5_3_06,Numérico,1,"1"
"Identificación del MP, Procuradurías",AP5_3_06,Numérico,1,"2"
"Identificación del MP, Procuradurías",AP5_3_06,Numérico,1,"9"
"Confianza en MP, Procuradurías",AP5_4_06,Numérico,1,"1"
"Confianza en MP, Procuradurías",AP5_4_06,Numérico,1,"2"
"Confianza en MP, Procuradurías",AP5_4_06,Numérico,1,"3"
"Confianza en MP, Procuradurías",AP5_4_06,Numérico,1,"4"
"Confianza en MP, Procuradurías",AP5_4_06,Numérico,1,"9"
"Confianza en MP, Procuradurías: Contraste",AP5_4_06_C,Numérico,1,"1"
"Confianza en MP, Procuradurías: Contraste",AP5_4_06_C,Numérico,1,"2"
"Confianza en MP, Procuradurías: Contraste",AP5_4_06_C,Numérico,1,"3"
"Confianza en MP, Procuradurías: Contraste",AP5_4_06_C,Numérico,1,"4"
"Confianza en MP, Procuradurías: Contraste",AP5_4_06_C,Numérico,1,"9"
Percepción sobre corrupción de MP o Procuradurías,AP5_5_06,Numérico,1,"1"
Percepción sobre corrupción de MP o Procuradurías,AP5_5_06,Numérico,1,"2"
Percepción sobre corrupción de MP o Procuradurías,AP5_5_06,Numérico,1,"9"
Percepción sobre desempeño de MP o Procuradurías,AP5_6_06,Numérico,1,"1"
Percepción sobre desempeño de MP o Procuradurías,AP5_6_06,Numérico,1,"2"
Percepción sobre desempeño de MP o Procuradurías,AP5_6_06,Numérico,1,"3"
Percepción sobre desempeño de MP o Procuradurías,AP5_6_06,Numérico,1,"4"
Percepción sobre desempeño de MP o Procuradurías,AP5_6_06,Numérico,1,"9"
Identificación de la PGR,AP5_3_07,Numérico,1,"1"
Identificación de la PGR,AP5_3_07,Numérico,1,"2"
Identificación de la PGR,AP5_3_07,Numérico,1,"9"
Confianza en PGR,AP5_4_07,Numérico,1,"1"
Confianza en PGR,AP5_4_07,Numérico,1,"2"
Confianza en PGR,AP5_4_07,Numérico,1,"3"
Confianza en PGR,AP5_4_07,Numérico,1,"4"
Confianza en PGR,AP5_4_07,Numérico,1,"9"
Confianza en PGR: Contraste,AP5_4_07_C,Numérico,1,"1"
Confianza en PGR: Contraste,AP5_4_07_C,Numérico,1,"2"
Confianza en PGR: Contraste,AP5_4_07_C,Numérico,1,"3"
Confianza en PGR: Contraste,AP5_4_07_C,Numérico,1,"4"
Confianza en PGR: Contraste,AP5_4_07_C,Numérico,1,"9"
Percepción sobre corrupción de PGR,AP5_5_07,Numérico,1,"1"
Percepción sobre corrupción de PGR,AP5_5_07,Numérico,1,"2"
Percepción sobre corrupción de PGR,AP5_5_07,Numérico,1,"9"
Percepción sobre desempeño de PGR,AP5_6_07,Numérico,1,"1"
Percepción sobre desempeño de PGR,AP5_6_07,Numérico,1,"2"
Percepción sobre desempeño de PGR,AP5_6_07,Numérico,1,"3"
Percepción sobre desempeño de PGR,AP5_6_07,Numérico,1,"4"
Percepción sobre desempeño de PGR,AP5_6_07,Numérico,1,"9"
Identificación del Ejército,AP5_3_08,Numérico,1,"1"
Identificación del Ejército,AP5_3_08,Numérico,1,"2"
Identificación del Ejército,AP5_3_08,Numérico,1,"9"
Confianza en Ejército,AP5_4_08,Numérico,1,"1"
Confianza en Ejército,AP5_4_08,Numérico,1,"2"
Confianza en Ejército,AP5_4_08,Numérico,1,"3"
Confianza en Ejército,AP5_4_08,Numérico,1,"4"
Confianza en Ejército,AP5_4_08,Numérico,1,"9"
Confianza en Ejército: Contraste,AP5_4_08_C,Numérico,1,"1"
Confianza en Ejército: Contraste,AP5_4_08_C,Numérico,1,"2"
Confianza en Ejército: Contraste,AP5_4_08_C,Numérico,1,"3"
Confianza en Ejército: Contraste,AP5_4_08_C,Numérico,1,"4"
Confianza en Ejército: Contraste,AP5_4_08_C,Numérico,1,"9"
Percepción sobre corrupción del Ejército,AP5_5_08,Numérico,1,"1"
Percepción sobre corrupción del Ejército,AP5_5_08,Numérico,1,"2"
Percepción sobre corrupción del Ejército,AP5_5_08,Numérico,1,"9"
Percepción sobre desempeño del Ejército,AP5_6_08,Numérico,1,"1"
Percepción sobre desempeño del Ejército,AP5_6_08,Numérico,1,"2"
Percepción sobre desempeño del Ejército,AP5_6_08,Numérico,1,"3"
Percepción sobre desempeño del Ejército,AP5_6_08,Numérico,1,"4"
Percepción sobre desempeño del Ejército,AP5_6_08,Numérico,1,"9"
Identificación de la Marina,AP5_3_09,Numérico,1,"1"
Identificación de la Marina,AP5_3_09,Numérico,1,"2"
Identificación de la Marina,AP5_3_09,Numérico,1,"9"
Confianza en Marina,AP5_4_09,Numérico,1,"1"
Confianza en Marina,AP5_4_09,Numérico,1,"2"
Confianza en Marina,AP5_4_09,Numérico,1,"3"
Confianza en Marina,AP5_4_09,Numérico,1,"4"
Confianza en Marina,AP5_4_09,Numérico,1,"9"
Confianza en Marina: Contraste,AP5_4_09_C,Numérico,1,"1"
Confianza en Marina: Contraste,AP5_4_09_C,Numérico,1,"2"
Confianza en Marina: Contraste,AP5_4_09_C,Numérico,1,"3"
Confianza en Marina: Contraste,AP5_4_09_C,Numérico,1,"4"
Confianza en Marina: Contraste,AP5_4_09_C,Numérico,1,"9"
Percepción sobre corrupción de la Marina,AP5_5_09,Numérico,1,"1"
Percepción sobre corrupción de la Marina,AP5_5_09,Numérico,1,"2"
Percepción sobre corrupción de la Marina,AP5_5_09,Numérico,1,"9"
Percepción sobre desempeño de la Marina,AP5_6_09,Numérico,1,"1"
Percepción sobre desempeño de la Marina,AP5_6_09,Numérico,1,"2"
Percepción sobre desempeño de la Marina,AP5_6_09,Numérico,1,"3"
Percepción sobre desempeño de la Marina,AP5_6_09,Numérico,1,"4"
Percepción sobre desempeño de la Marina,AP5_6_09,Numérico,1,"9"
Identificación de jueces,AP5_3_10,Numérico,1,"1"
Identificación de jueces,AP5_3_10,Numérico,1,"2"
Identificación de jueces,AP5_3_10,Numérico,1,"9"
Confianza en jueces,AP5_4_10,Numérico,1,"1"
Confianza en jueces,AP5_4_10,Numérico,1,"2"
Confianza en jueces,AP5_4_10,Numérico,1,"3"
Confianza en jueces,AP5_4_10,Numérico,1,"4"
Confianza en jueces,AP5_4_10,Numérico,1,"9"
Confianza en jueces: Contraste,AP5_4_10_C,Numérico,1,"1"
Confianza en jueces: Contraste,AP5_4_10_C,Numérico,1,"2"
Confianza en jueces: Contraste,AP5_4_10_C,Numérico,1,"3"
Confianza en jueces: Contraste,AP5_4_10_C,Numérico,1,"4"
Confianza en jueces: Contraste,AP5_4_10_C,Numérico,1,"9"
Percepción sobre corrupción de jueces,AP5_5_10,Numérico,1,"1"
Percepción sobre corrupción de jueces,AP5_5_10,Numérico,1,"2"
Percepción sobre corrupción de jueces,AP5_5_10,Numérico,1,"9"
Percepción sobre desempeño de jueces,AP5_6_10,Numérico,1,"1"
Percepción sobre desempeño de jueces,AP5_6_10,Numérico,1,"2"
Percepción sobre desempeño de jueces,AP5_6_10,Numérico,1,"3"
Percepción sobre desempeño de jueces,AP5_6_10,Numérico,1,"4"
Percepción sobre desempeño de jueces,AP5_6_10,Numérico,1,"9"
Confianza en cárceles y reclusorios,AP5_8,Numérico,1,"1"
Confianza en cárceles y reclusorios,AP5_8,Numérico,1,"2"
Confianza en cárceles y reclusorios,AP5_8,Numérico,1,"3"
Confianza en cárceles y reclusorios,AP5_8,Numérico,1,"4"
Confianza en cárceles y reclusorios,AP5_8,Numérico,1,"5"
Confianza en cárceles y reclusorios,AP5_8,Numérico,1,"9"
Factor hogar,FAC_HOG,Numérico,6,"000001 … 999999"
Factor de personas elegidas,FAC_ELE,Numérico,6,"000001 … 999999"
Factor hogar del área metropolitana,FAC_HOG_AM,Numérico,6,"000001 … 999999"
Factor de personas elegidas del área metropolitana,FAC_ELE_AM,Numérico,6,"000001 … 999999"
Dominio u ámbito,DOMINIO,Alfanumérico,1,"U"
Dominio u ámbito,DOMINIO,Alfanumérico,1,"C"
Dominio u ámbito,DOMINIO,Alfanumérico,1,"R"
Estrato sociodemográfico,ESTRATO,Numérico,1,"1"
Estrato sociodemográfico,ESTRATO,Numérico,1,"2"
Estrato sociodemográfico,ESTRATO,Numérico,1,"3"
Estrato sociodemográfico,ESTRATO,Numérico,1,"4"
Estrato de diseño muestral,EST_DIS,Numérico,3,"001 … 303"
Unidad primaria de muestreo,UPM_DIS,Numérico,5,"00001 … 99999"
